,Sigma,Mu,Div
AXS,0.27520339128722293,0.00015305293871257193,3.2
AXSM,0.9501879925821193,0.0012165263189142675,0.0
AXTA,0.3312044517025477,0.00010012458004673356,0.0
AXTI,0.7403189804215734,-0.0001430676403445375,0.0
AY,0.35153394706529845,-0.00016566417030529156,6.4
AYI,0.40136923454079726,0.0004683315160765838,0.27
AYRO,0.9654181828162028,-0.0028378085641783185,0.0
AYTU,2.0529526177256567,-0.0038432997124909964,0.0
AYX,0.6090446057411011,0.0008152057532180029,0.0
AZEK,0.4978271231741913,-0.0004506554037911437,0.0
AZN,0.26655733733671594,0.0003481813319474656,3.02
AZO,0.3040984651145016,0.0007271628996997152,0.0
AZPN,0.6491595926505275,0.0004585427630106248,0.0
AZRE,0.6335005996110955,-0.000779606175081727,0.0
AZTA,0.6041534732140083,0.00025069643749686953,0.0
AZUL,0.7707472210829711,-0.0008730923942389528,0.0
AZZ,0.49729480955432925,0.00040726273990963294,1.72
B,0.3416166662215718,0.0002541553588796678,1.65
BA,0.33802620292713353,0.00026812302651470536,0.0
BAB,0.09640325399989809,8.965923333306983e-06,3.37
BABA,0.41358814313559117,-3.058268595702816e-05,0.0
BAC,0.41352748767308384,0.00012560678138358392,3.06
BAD,0.26656796219477097,-0.0007440715896229299,0.67
BAH,0.3002715197367071,0.0005506605257346967,2.06
BAL,0.2912379709089004,0.00019535499952435875,0.0
BALL,0.2778075362849831,0.0003830260014128083,1.51
BALT,0.030797683103249904,8.780711330494524e-05,0.0
BALY,0.6731520139610687,-0.00045964919416758627,0.0
BAM,0.5169191643883622,-0.005494231012167043,4.13
BANC,0.43287900560923787,2.2024153619518776e-05,2.89
BAND,0.6290725680205119,0.0001064081177077437,0.0
BANF,0.3487271027582598,0.00047192753398949045,1.92
BANR,0.45554393726330406,-1.8967759472459155e-05,3.54
BANX,0.2815404799423519,-0.00016651270622888777,8.84
BAP,0.3238307596460081,0.0003648894643371357,3.04
BARK,0.7783441216364964,-0.004146615098805163,0.0
BASE,0.8489434768284526,-0.002279369763310546,0.0
BATRA,0.3348684648648716,0.0002920236755402909,0.0
BATRK,0.3330648670326167,0.0003085360139066332,0.0
BATT,0.3269916395358714,-0.00048035045925166875,4.0
BAX,0.2702357436330483,0.0002516565485734212,2.95
BB,0.6833842930512348,8.761168661640838e-05,0.0
BBAI,0.9494906197119071,-0.006090827403815782,0.0
BBAR,0.5861654971005191,-0.00022094251740048014,0.0
BBAX,0.21836180687082427,-3.798790869815702e-05,5.11
BBBY,0.5575787327350723,0.00011164391266594244,0.0
BBC,0.39733888804398315,-3.271767587384623e-05,1.28
BBCA,0.23546530649473685,0.00013360844565233577,2.63
BBCP,0.6518934860583748,-0.0003745809043735616,0.0
BBD,0.4732742923356167,0.00019535849170052765,1.7
BBDC,0.3473924602874122,-0.00015675072747141009,12.99
BBEU,0.21970628681360682,-1.7501960043185433e-05,4.42
BBH,0.3179994552584981,0.0002622001714822793,0.48
BBIG,1.190002201697494,-0.001833443705097085,0.0
BBIN,0.22798077832977334,-2.4130739726933764e-05,2.69
BBIO,1.0657159246436694,-0.0014522329414982545,0.0
BBJP,0.18468913892478572,-8.356310266838517e-05,1.47
BBP,0.2953203178074249,0.0003151263250334301,0.15
BBSI,0.5923918971422562,0.0004755169135218804,1.38
BBU,0.4122034453963155,3.340452077986985e-05,1.45
BBUC,0.6256644787274501,-0.0032458996707843083,1.38
BBUS,0.2304078891704474,0.0003182344017122099,1.53
BBVA,0.3702183930834024,5.803090289340256e-05,9.7
BBW,0.63483892229302,-1.0821628082309473e-05,0.0
BBWI,0.41995869503889577,0.00021253222154393652,2.23
BBY,0.5109115632933535,0.0007033805223537056,4.92
BC,0.44869434033788486,0.00019288284691804648,1.94
BCAB,1.0056801672435451,-0.002581713396021156,0.0
BCBP,0.3578693374494182,0.00012552992949750236,4.59
BCC,0.43335783377485454,0.00038726964301839106,0.95
BCD,0.15229055121861274,0.00022423259840622175,5.51
BCDA,1.7476993437472792,-0.0010733702115914223,0.0
BCE,0.3544978977910438,9.659234122018182e-05,6.51
BCEL,1.1959516385016882,-0.0035000449164215284,0.0
BCH,0.3038851973365121,0.00029844725593797586,9.67
BCI,0.19722791203000764,-8.72300713125329e-05,21.5
BCIM,0.3405112137335256,-5.8579735651427534e-05,0.75
BCLI,1.026210078521409,-0.0003336466268552491,0.0
BCM,0.17394288632974453,-3.24529544170116e-05,0.0
BCO,0.37793966420007374,0.00011930066222849116,1.24
BCOR,0.7029924057951706,3.4675096331936173e-06,0.0
BCOV,0.5291393463091418,-0.0003677690197002533,0.0
BCPC,0.43734517883770296,0.0007998465642885103,0.55
BCRX,0.875339896160786,7.83692717160295e-05,0.0
BCS,0.45053819067638345,3.0590825697957236e-05,6.73
BCSF,0.3900854744226979,-0.00038091770171762025,12.52
BCTX,1.1526654262297147,-0.0013161683437930504,0.0
BCYC,0.7930063768585582,0.0009932538222546846,0.0
BDC,0.4986846490170299,0.0003423663305359375,0.24
BDN,0.5481131387671172,3.757213141075895e-05,15.17
BDRY,0.6791513943114027,-0.0008487716164681248,0.0
BDSX,1.0557880356723368,-0.003139519280553113,0.0
BDTX,0.7819484558663868,-0.004131366387163541,0.0
BDX,0.2542065406942469,0.00042163630993705917,1.56
BE,0.9873106026526665,-0.00024005449718172305,0.0
BEAM,0.8897640650510564,0.0010057242844829371,0.0
BECN,0.4258648458689234,0.0003477876938597184,0.0
BEDZ,0.3096564259313777,-0.00020259108296707148,0.2
BEEM,1.1025026829722018,-1.3697082215992228e-05,0.0
BEKE,0.971681636631558,-0.0016442391914379877,0.0
BELFB,0.5541099328287213,0.0001996292922100107,0.82
BEN,0.35448760314931116,0.0003362619779278647,4.39
BEP,0.26286504324893795,0.0002980923413809065,4.39
BEPC,0.3478109658325277,-5.923060623424952e-05,4.39
BERY,0.29632796288944097,0.0005357881444563885,1.76
BEST,0.8028892807501129,-0.0034315673964001223,0.0
BETZ,0.3427677325338811,-0.00018542681376586132,0.61
BF.A,-0.0,,1.32
BF.B,-0.0,,1.32
BFAM,0.3230713836747841,0.00032033286178157036,0.0
BFH,0.4375674456124334,0.0002398556276779761,2.55
BFI,0.48853051309458584,-0.0016977104241635026,0.0
BFIN,0.3361923209583407,-5.474139852417694e-05,4.44
BFIT,0.2071662580175617,0.00018863951973857585,0.89
BFIX,0.034187480640533806,-0.000386897156234921,2.39
BFLY,0.825805681046142,-0.0022349492024993215,0.0
BFOR,0.20004467724758299,0.00031586736431094497,1.68
BFRI,1.4648259666834191,-0.005341913150557717,0.0
BFST,0.45033809363823984,-0.00016789421852086043,2.73
BFTR,0.37176097776669176,-0.0006679229728080973,0.0
BG,0.34354638960288963,0.0003397584520213319,2.39
BGCP,0.5790902283533501,-0.0003472190339283238,0.77
BGFV,0.6436370634563032,-7.738802082319915e-05,12.79
BGNE,0.5959947249260499,0.001178038238467572,0.0
BGRY,0.9196152590965604,-0.006105803202583214,0.0
BGS,0.4204340030742058,-4.409988252549491e-05,5.2
BGSF,0.5336406437456627,0.0003584663594219865,4.97
BGXX,2.106958201776846,-0.025373571569228204,0.0
BHC,0.5556544029697308,0.000349470680078584,0.0
BHE,0.44757701035833997,0.0003197793845302558,2.82
BHF,0.5175114345837839,-0.00022646505260018858,0.0
BHG,1.021814273191494,-0.008466298567847301,0.0
BHIL,0.7925620471993943,-0.003055870919448833,0.0
BHLB,0.3351006628878631,0.00015667375262939202,2.86
BHM,0.5203397634027012,-0.0002790134562422908,0.0
BHP,0.34672945011143186,0.00027325823224282227,5.93
BHR,0.6467782729928707,-0.0006836113064199301,4.61
BHVN,1.3192723596215077,0.009449626309430472,0.0
BIB,0.4996616953385617,0.0006362521636925677,0.04
BIDU,0.5106593868967465,0.0005098547874526117,0.0
BIG,0.4980137583173705,0.00022206883857420822,8.92
BIGC,0.9007637430435808,-0.0034859717745303787,0.0
BIIB,0.5788565775806197,0.0005689284979841455,0.0
BIL,0.006252388130928738,-3.6174019570477946e-07,1.99
BILI,0.7876238621100835,0.0006218300388756362,0.0
BILL,0.8103013215499716,0.0014602189290591344,0.0
BILS,0.004480729949196726,-1.4101448733672442e-05,2.37
BIO,0.3107536504357377,0.0005234471970047754,0.0
BIOC,1.241384657797155,-0.004316673853263962,0.0
BIOR,1.2697648412856986,-0.007208606825017744,0.0
BIOX,0.642627951961988,0.0001875647294924823,0.0
BIP,0.3011133728209866,0.0003749295606378164,4.71
BIPC,0.3169185229953739,0.0008414831796072278,3.41
BIRD,0.8951473648750949,-0.008521401792633616,0.0
BIS,0.4939411132736079,-0.001716214728351229,0.49
BITF,1.3506535506607706,-0.0008484237536384859,0.0
BITI,0.6096235903686834,-9.37156043728174e-06,0.09
BITO,0.6565608982937364,-0.004727589063326698,1.67
BITQ,0.7194738195119351,-0.004661125834860903,13.68
BITS,0.6732610013768275,-0.006293535017804218,0.53
BIV,0.06056076312597398,-2.501305423244265e-06,2.45
BIVI,1.2847182029916564,-0.0004370685353470787,0.0
BIZD,0.2181066514965822,-0.00014241934858112031,11.04
BJ,0.4250506267253162,0.0009700737028276965,0.0
BJK,0.29689070080074415,-1.8436141884959078e-05,0.4
BJRI,0.6177729178392558,0.00022433671356580367,0.0
BK,0.3578865573626721,0.00025605121244375804,3.24
BKCC,0.4708762299996709,-0.0003561487487204966,11.36
BKCH,0.7716510393539604,-0.0053145235286025,0.29
BKD,0.5814513914545419,-0.0005183804820560174,0.0
BKE,0.4613329940966547,0.000405069034608326,3.85
BKF,0.30246831325652046,-0.0001348675991112786,2.1
BKH,0.26052542498614223,0.00020463009948616664,4.06
BKI,0.26719885872503896,0.0004291925388340054,0.0
BKKT,1.4074146612617147,-0.004188214534068765,0.0
BKLN,0.0646887900712871,-6.788954119644707e-05,5.56
BKNG,0.6355894318071507,0.00023409510193153271,0.0
BKR,0.41691459237839934,1.5892406473751575e-05,2.68
BKSY,0.7499510774586896,-0.0024286089415806963,0.0
BKU,0.3437526244962138,5.96763366784759e-05,4.51
BKYI,1.1428110555469064,-0.0009880556422763767,0.0
BL,0.4635835081983842,0.0006717573997440432,0.0
BLBD,0.4399053156972942,4.8523343236886155e-05,0.0
BLCN,0.26637961275176225,-0.00014246455842866393,1.3
BLCO,0.5014895855177006,-0.001550288302490818,0.0
BLD,0.43949245467343534,0.0010154960504899723,0.0
BLDE,0.546039349217582,-0.0012618444658794763,0.0
BLDP,0.7161273621772377,3.582241526073888e-05,0.0
BLDR,0.6921570622013535,0.0003177349943153566,0.0
BLFS,1.7397986237778749,-0.00024726064146533166,0.0
BLFY,0.20273070120458486,-1.0552828175920908e-05,0.0
BLI,0.9084725386285896,-0.005162309573984528,0.0
BLK,0.3463743152540042,0.0006692969672471306,3.14
BLKB,0.3762504616195484,0.0004106221570024447,0.0
BLMN,0.46352088730361124,0.00018471399083408883,3.89
BLND,0.8478326058636834,-0.007269309748354038,0.0
BLNK,1.5772822050341917,-0.0016586861979507753,0.0
BLOK,0.3887424979248872,-0.00026065279994853823,33.75
BLRX,0.767822236352173,-0.0016861671641639653,0.0
BLU,1.1693377475751974,-0.0010584321805491444,0.0
BLUE,0.7403491949802236,-0.00038471709541451117,0.0
BLV,0.11593147891077897,-8.599474151398305e-06,3.9
BLX,0.3824034960389327,-4.01457646628555e-05,5.46
BLZE,0.9671679833852084,-0.004120237246441358,0.0
BMA,0.5574307282147539,-8.035196106909318e-05,0.0
BMBL,0.7668638361272875,-0.002538975742322897,0.0
BMEA,0.9033404093177588,-0.001836113208847695,0.0
BMED,0.20634589556665792,-0.00015126659815472982,0.0
BMI,0.3707190695730551,0.0005428452016029501,0.76
BMO,0.25763081929675247,0.00032165642016953266,4.73
BMRA,1.24276534318097,0.00020194418410089126,0.0
BMRN,0.5123372260123532,0.00035173374221374106,0.0
BMTX,0.4157490446948731,-0.0005602370202607282,0.0
BMY,0.2701847857191835,0.0002007023084861738,3.43
BN,0.2908230906859431,0.0003743191929405302,0.95
BND,0.05185900653753892,-1.1674224443973307e-05,2.59
BNDD,0.3253728044996786,-0.00157268754582453,40.15
BNDX,0.03984677272806945,-2.4357427700743722e-05,1.56
BNED,0.7495449985005989,-0.0011374745436768458,0.0
BNFT,0.5802159012706506,-0.0006984847392484206,0.0
BNGE,0.38170226949756275,-0.0016809163341600052,0.54
BNGO,1.481801953662679,-0.001309668156172147,0.0
BNL,0.24977967372012613,-9.612468295487639e-06,6.49
BNO,0.34562657409991276,3.155088673425918e-05,0.0
BNRE,0.39960248848530694,-0.0017990744814380603,0.97
BNS,0.2525224729538335,0.00019987289646217777,6.22
BNTC,1.1346538909744286,-0.003552730340721288,0.0
BNTX,0.9677503924988979,0.0029015344882676116,1.63
BOAT,0.3183072839924191,0.0003562034548640446,12.21
BOC,0.5329922083368094,0.00013312037169803788,0.0
BODY,0.8430802507077073,-0.006066872359264506,0.0
BOH,0.28659907957368297,0.00023426293144171271,5.48
BOIL,0.8905467219487614,-0.002721798332707141,0.0
BOKF,0.5400433400913839,0.0002836344236108421,2.45
BOND,0.04526370590466761,-3.653877077321748e-05,3.5
BOOM,0.7635724324038851,0.00023253055797135485,0.0
BOOT,0.6428030330631362,0.0006206939788449693,0.0
BORR,1.3801152378508543,-0.0015471759574843726,0.0
BOSS,0.2633531902039367,0.0002466429512802312,0.44
BOTZ,0.2660981941431703,0.00020866334750126563,0.2
BOWL,0.4766149273066022,0.0007724910931443242,0.0
BOX,0.4429210422634886,0.0001464369336757982,0.0
BOXD,0.9954593000870595,-0.008327695011788941,0.0
BP,0.28540148766707196,9.135199738878044e-05,4.17
BPMC,0.5738286043346233,0.0004359672511994767,0.0
BPOP,0.4019832257813648,0.0001244689729392886,4.12
BPT,0.454630345940095,-0.00010189746422674032,39.83
BPTH,1.3986151847254766,-0.0012803554382375746,0.0
BQ,1.0488407094093979,-0.006305502860274472,0.0
BR,0.2707594262193297,0.00047774721401307787,2.12
BRAG,1.1212477993862546,-0.0008748517910578664,0.0
BRBR,0.4551542957678392,0.0005582204560459819,0.0
BRBS,0.39098520110599955,0.00036312940769161697,4.69
BRC,0.35077681119655635,0.0002658221279578203,1.74
BRCC,0.9098061758243425,-0.004214820457549141,0.0
BRDG,0.394653293721171,-0.0007103429805592823,9.02
BRDS,0.923555346479448,-0.008847832684609659,0.0
BREZ,0.07510899030585236,7.217649206064267e-05,0.0
BRF,0.3364078505411565,-0.0001732755226899956,4.21
BRFS,0.4639317062941439,5.352316747695562e-05,0.0
BRK.B,-0.0,,0.0
BRKL,0.3080276422068797,0.00010027336491568132,4.93
BRKR,0.5711386769177011,0.00019273259163468564,0.27
BRKY,0.17793429491222726,-0.0006803166503158674,0.89
BRLT,0.9897105967562541,-0.004310342277796218,0.0
BRMK,0.42638011768468076,-0.0014294897074465934,9.01
BRO,0.31641956161151535,0.0005891497374221677,0.84
BROS,0.8703668642004693,-0.0008075592995008069,0.0
BRP,0.5905603398953883,0.0005349248581476399,0.0
BRSP,0.6058525047364276,-0.0009588993906950313,12.58
BRT,0.4195967356075477,5.925687058712393e-05,5.01
BRX,0.34788257807311823,4.57138586369924e-05,4.83
BRY,0.6958830090165588,-0.000482707025341127,3.03
BRZE,0.8819810556301025,-0.0043794676456959565,0.0
BRZU,1.024186759365476,-0.002192618395888436,5.32
BSAC,0.3103168453404423,0.00010184962409957636,6.72
BSBR,0.421612816842951,-0.0002645370609327626,7.11
BSEA,0.344117378192398,-0.0006192069464821278,2.78
BSET,0.4746973301774383,-1.3637666074597302e-05,3.49
BSGM,0.9519720206188593,-0.001477641994791107,0.0
BSIG,0.40578345207016814,0.00018775481994403183,0.17
BSM,0.3627367168206061,-6.154349526991493e-05,13.23
BSMX,0.3611006550663117,-0.00029483158307746387,9.95
BSQR,0.8243877072737489,-0.0008015244404174357,0.0
BSRR,0.5419286752933589,0.00029601486631483155,5.14
BSV,0.03121904444090809,9.74434798081002e-07,1.6
BSX,0.3914118306434548,0.00030864221859230054,0.0
BSY,0.46881606794771896,0.00017235888999679098,0.5
BTAI,0.9792949785174975,0.0005494669738445303,0.0
BTBT,1.3918839838633166,-0.0016939587256036928,0.0
BTCM,0.9276078994665051,-0.0021132223473991837,0.0
BTCY,1.0854464953358387,-0.0018018425655930126,0.0
BTEK,0.3460362876966274,-0.0006972885561235516,0.0
BTF,0.6572917416028355,-0.004354156002967797,0.0
BTG,0.6120363488549608,0.00024833764326250197,4.53
BTI,0.28226142905042817,0.0002139567972982905,7.6
BTTR,4.485515160914388,-0.004012337308738645,0.0
BTTX,1.2351516675540846,-0.004873318010538179,0.0
BTU,0.8898940939654753,-0.00011048092778385507,0.0
BTWN,0.35949107354319343,-0.0001474988282646953,0.0
BUD,0.26996967477239137,0.00013073044446017842,1.34
BUG,0.32021728752433337,0.0003312997482907034,0.43
BUR,0.38148347393256343,-0.0004138263991656097,1.6
BURL,0.4105261937860535,0.000898946405700628,0.0
BUSE,0.3834335845937347,-7.049902523591227e-05,4.5
BUYZ,0.3737560261696793,-0.00023637063431373697,1.43
BUZZ,0.36974197366751727,-0.0014328026119377337,0.35
BV,0.4961851338287932,-0.0009985196815458556,0.0
BVH,0.7651748280366447,6.434254884428972e-05,3.33
BVN,0.4776102355214384,7.52105937659549e-05,0.0
BVS,0.9556470236474317,-0.00420227525890556,0.0
BW,1.0108138449305037,-0.001865865859873227,0.0
BWA,0.35304711644136716,0.00034540826066714543,1.43
BWAC,0.06565582368909348,5.775498053011099e-05,0.0
BWB,0.33940678068966484,0.0002816700710790453,0.0
BWEN,0.8329975738667099,-0.0006756995045038213,0.0
BWMX,0.691169370399085,-0.00042044162579881297,8.59
BWX,0.08924848336080142,-3.879390336779803e-05,1.29
BWXT,0.28130076388041314,0.0004014296799858742,1.5
BX,0.4609555793908304,0.00019175453682427411,4.66
BXC,0.7469934257684913,-0.00014110649261716963,0.0
BXMT,0.6097766558776286,-0.0001636051484953083,13.28
BXP,0.31649511108049233,0.0001442006589448806,7.34
BXSL,0.341213137459543,-0.0007189009167246045,11.07
BY,0.3740374734380984,9.816597191850231e-05,1.76
BYD,0.533417512165747,0.000122643480035088,1.0
BYFC,0.7255886586224886,-0.0002295848837402053,0.0
BYND,0.8273168623987233,-0.001813255083088798,0.0
BYOB,0.40801690182202166,-0.00048394101341973347,5.48
BYRN,1.7879341873647006,0.00023407080047684056,0.0
BYSI,1.0393498620239965,-0.0014959747723296824,0.0
BYTE,0.23057236302386047,-0.0015094173535528867,1.0
BZ,0.918433926731862,-0.0015363405876276342,0.0
BZFD,0.7384887878115307,-0.005766141603243633,0.0
BZH,0.6004158023084561,-0.00011671210725036461,0.0
BZQ,0.730507183612419,-0.0013917920540417459,0.21
BZUN,0.7136603933879251,-0.00033101055080722683,0.0
C,0.4440149311180556,7.432597587804773e-05,4.3
CAAP,0.6078672840224975,-0.0005064866645540244,0.0
CAAS,0.7600458508260521,0.00012581961633064532,0.0
CABA,1.2903611485863542,-9.733026400713436e-05,0.0
CAC,0.36059377142341315,0.0002082714897538614,4.66
CACC,0.5551119761017932,0.0006708724042396591,0.0
CACI,0.36810780021344514,0.0006862818375971509,0.0
CADE,0.35531766724716884,0.0002042944680519153,4.36
CAE,0.37627315556511787,0.00020496123020599219,0.0
CAF,0.3684614288993869,-8.467310357987476e-05,0.02
CAG,0.24735135750786602,0.00019804821231828092,3.72
CAH,0.31026464600575104,0.00036559117874441555,2.8
CAJ,0.3049756033316959,8.003260558635258e-05,4.25
CAKE,0.4330422898324081,0.00028568299594547273,3.16
CAL,0.4997694210358039,7.11310858403735e-05,1.21
CALA,1.4251913529275955,-0.0005106193376341772,0.0
CALF,0.28754755361176876,0.0002649005290500441,0.83
CALM,0.44064353926142585,0.0005284957389446681,5.57
CALT,0.6793689655920016,-0.00021962382969598166,0.0
CALX,0.554895975378075,0.000469874552344625,0.0
CAMP,0.7485491061026435,0.00024957748323164915,0.0
CAMT,0.6758169226716624,0.0002299651020422882,0.0
CAN,1.3131865536662644,-0.0018831655457364623,0.0
CANE,0.24549722391843995,-0.00034113433374306605,0.0
CANO,0.9991649596174627,-0.002058230793503185,0.0
CAPL,0.4302666629127358,-7.798004633890289e-06,10.0
CAPR,1.2932332396513027,-0.0011899425922642843,0.0
CAR,0.638364772791376,0.0004876198980074345,0.0
CARA,0.7234202800734069,-8.197199343858909e-05,0.0
CARE,0.34673248311256705,5.651145323471711e-05,0.0
CARG,0.56917407707622,-0.0005158564302459479,0.0
CARR,0.4233182789669387,0.001758895246428332,1.62
CARS,0.6296276851996571,-0.00044076053353512114,0.0
CARZ,0.25273204105002445,0.00010045964311274041,1.36
CASA,0.7446839429507627,-0.0013114562806841544,0.0
CASH,0.4240086348580019,0.00034922653739247135,0.46
CASI,0.9616691814398348,-0.0010285914321547809,0.0
CASS,0.3317198257074399,0.0003534680088073218,2.54
CASY,0.3383356305151032,0.0005294210305447245,0.73
CAT,0.3202803367259705,0.0004189113406962124,2.13
CATH,0.20127250480035647,0.0003661425802029961,1.3
CATO,0.5904537240273237,0.00021984242224847375,7.68
CATY,0.45926706316569105,0.0002857579816796959,3.68
CB,0.31657295585975054,0.00041892529384617396,1.71
CBAN,0.4949619433813523,3.444326451508624e-05,4.17
CBAT,0.9405582812756396,-0.0007303254963813811,0.0
CBAY,0.9511491529318501,-0.00016107318437317745,0.0
CBD,0.53846747530213,-0.00011390193059180897,2.66
CBIO,1.0804399373411364,-0.0017694353494237954,0.0
CBL,0.4598833265860321,-0.0008980511757804346,6.1
CBNK,0.5472738965483301,0.0005678061089448375,1.44
CBOE,0.25572895945070556,0.00042770949495366347,1.61
