,Sigma,Mu,Div
LCII,0.5079528008514327,0.0006438954171286722,4.07
LCNB,0.37201885852493743,-1.1510252500878333e-05,5.34
LCTD,0.1868966857514928,-0.0004324875312525747,2.93
LCTU,0.20321083838328968,-0.00022876719011702922,1.59
LCTX,0.882240589037757,-0.00015562046895362472,0.0
LCUT,0.5125827173981254,1.4887114113772227e-05,3.05
LD,0.7394492386829621,9.301528748126252e-06,0.0
LDEM,0.2438238486906294,-0.0002940351311495741,1.56
LDI,0.7949702977207224,-0.0054531940629377615,0.0
LDOS,0.2858044382885962,0.00021161960802447194,1.54
LE,0.6899864445927893,-0.0006712087826942461,0.0
LEA,0.33044840029334344,0.00044854412192547383,2.19
LECO,0.3656267607795255,0.0004775866786612997,1.51
LEE,0.6005464673595189,-0.0002547962483520382,0.0
LEG,0.30851711576908075,0.00025923950120910203,5.66
LEGH,0.4877943275724464,0.0004468840282415397,0.0
LEGN,0.5740051567695558,0.00046219718323636626,0.0
LEGR,0.23500835702368073,0.00010479756671227348,2.51
LEJU,0.806177758325299,-0.002048621121896454,0.0
LEMB,0.10051028054289834,-0.00014075038673020892,0.85
LEN,0.47959809159578176,0.0004006269967565859,1.49
LESL,0.5066142055407019,-0.0010532179568828902,0.0
LETB,0.057048871579133326,-0.00045610797366115206,0.63
LEU,0.8467728536617269,-0.0007790447103118157,0.0
LEV,0.7125655890287848,-0.002612566837293273,0.0
LEVI,0.47744237435290565,-0.0003854960511581967,3.02
LFCR,0.5853428714596848,-0.00010004593618578115,0.0
LFLY,0.7204823067415759,-0.003519995524828137,0.0
LFMD,1.6893273841233543,0.0003607863712427555,0.0
LFST,0.9843708452479548,-0.0037891126631573206,0.0
LFT,0.3958707806512077,-0.0008254649779863855,12.63
LFUS,0.39566937997604296,0.000461997906036453,0.91
LFVN,1.7019912248625024,-0.0002884690607696117,3.57
LGF.A,-0.0,,0.0
LGF.B,0.38745803950725727,-0.005848821629304409,0.0
LGHL,1.2704579481258396,-0.0029447189854973866,0.0
LGIH,0.5039265816569468,0.0008562388546384154,0.0
LGLV,0.16628648192901738,0.0003314322976651329,1.99
LGMK,1.2093511153855565,-0.0027787722303710665,0.0
LGND,0.6232031602215687,4.961690379208639e-05,0.0
LGO,0.914810639428642,-0.0004809603723929106,0.0
LH,0.40579475570013146,0.0002548150004571749,1.3
LHCG,0.39938896937834073,0.0005081661278068856,0.0
LHDX,1.220226088266105,-0.011305636827967465,0.0
LHX,0.31584745794764063,0.0003880533446893801,2.25
LI,0.8269531020788834,0.000351806135283765,0.0
LICY,0.6142625676784184,-0.001335998843086289,0.0
LIDR,1.007764330968899,-0.006237949412666893,0.0
LIFE,0.844964597771805,-0.002366303619136619,0.0
LII,0.35400924828813857,0.0004319307314668109,1.71
LILA,0.4781938500935999,-0.0009672062863112522,0.0
LILAK,0.5256233196435899,-0.0008175641095019698,0.0
LILM,0.8302608153896983,-0.004204441001202088,0.0
LIN,0.2837851693476648,0.00048307995184027985,1.49
LINC,0.622061967067583,-0.0002829435662553138,0.0
LIND,0.5471073026162155,-9.136649097867736e-05,0.0
LIQT,0.7827279195879633,-0.0012481939625598655,0.0
LIT,0.279002651124466,0.0001914304565308054,0.96
LITE,0.5089170412849231,0.0005983427096479402,0.0
LITM,1.3779721856038434,-0.006239333071840621,0.0
LIVN,0.414161578337679,-0.00012707735671099463,0.0
LIZI,1.2661549573557613,-0.003918848714430277,0.0
LKFN,0.360567710402517,0.0003786200465953921,2.73
LKNCY,1.4821942447174241,8.477236086282669e-05,0.0
LKQ,0.3633867838194374,0.0006809958098953007,2.02
LL,0.6164256502607117,-0.00014483358182460233,0.0
LLAP,0.8028515044378527,-0.004301209534581774,0.0
LLY,0.27989622364305566,0.0003678149740092461,1.38
LMAT,0.49159026722954474,0.0004916671163274278,1.12
LMB,0.5838003755090003,4.5767335216174694e-05,0.0
LMBS,0.027161854807935395,-2.670009242635749e-05,2.44
LMFA,1.1723549753349227,-0.0037888759927946374,0.0
LMND,0.8657781862035259,-0.002582028724339363,0.0
LMNL,2.2830220278142055,-0.0018899707048433611,0.0
LMNR,0.45055093874082586,0.00015552569938818539,1.85
LMT,0.2619863462536391,0.0004404002504267889,2.51
LNC,0.47384049218776164,8.423555242654634e-05,7.65
LNG,0.8954159965668282,0.0002531520870807977,1.05
LNN,0.399114125832791,0.0004819148127072829,0.93
LNSR,0.5985515506487374,-0.0019682040639163877,0.0
LNT,0.21382422266122803,0.0001823279580093543,3.48
LNTH,0.6679480493256499,0.001066317965764113,0.0
LNW,0.7165089115052256,0.0003204018643339447,0.0
LOAN,0.6240954469578806,-2.164946745122888e-05,9.12
LOB,0.4664297537048478,0.0002453177940417885,0.5
LOCL,0.8986526650523663,-0.004530147786415362,0.0
LOCO,0.4812709258209986,-0.00041465442697568786,0.0
LODE,0.9004074071810485,-0.0015710350711069412,0.0
LOGI,0.4515636805839303,0.0005284331434157842,1.97
LOMA,0.6529448734397627,-0.0008751371202387893,5.11
LOOP,0.7295387006376566,-0.0014411244892823052,0.0
LOPE,0.35315750114941613,0.0006161358847149716,0.0
LOUP,0.33422422416836134,0.0001157940271047352,0.0
LOV,0.7808494918222012,-0.0005817847156651249,0.0
LOVE,0.8542473626241232,-7.58276068428894e-05,0.0
LOW,0.35214393751030754,0.0006476264088561052,2.13
LPCN,0.9301786479707548,-0.0013932101823247256,0.0
LPG,0.49791708983929395,7.5730924131448645e-06,19.37
LPL,0.4506980137294931,-0.00022420686066481994,0.0
LPLA,0.37248537780323404,0.0006250090615134978,0.58
LPRO,0.4569362420170126,-0.0002975981439932663,0.0
LPSN,0.80499264012823,1.1399935900471444e-05,0.0
LPTX,0.8926075367858771,-0.0019145209813496702,0.0
LPX,0.46964113022362103,0.00016783066969604043,1.73
LQD,0.0854501277903066,7.637108517018988e-06,3.47
LQDA,0.987378886891717,-0.0004976215869771205,0.0
LQDH,0.07063654020450127,-4.877657077798789e-05,4.6
LQDI,0.1309489076450793,5.996832266784638e-06,3.41
LQDT,0.5922496866979036,4.032209772566846e-05,0.0
LQIG,0.1189742829264704,-0.00045049556994708283,4.78
LRCX,0.555918437970361,0.0006997624683249033,1.4
LRFC,inf,inf,3.14
LRGF,0.19422573175667662,0.00023717911328061093,1.74
LRMR,1.3103764522696084,-0.0007281880207838636,0.0
LRN,0.5223193349823779,6.395647161170182e-05,0.0
LRND,0.275410085314986,-0.0010103493109877766,1.42
LRNZ,0.4417618576726123,-0.00014484728186942166,0.0
LSAK,0.7888747439167964,-0.0003243144939572542,0.0
LSCC,0.5745698364683014,0.0004945771885563457,0.0
LSI,0.27788042379865147,0.0002675814965037846,3.99
LSPD,0.779813592119404,-0.001291787299780838,0.0
LSTA,1.3555553560468179,-0.001855892215248642,0.0
LSTR,0.34330832681672685,0.0006134507605323429,0.69
LSXMA,0.3164834870985711,0.00014678387989614945,0.0
LSXMK,0.3092288742719883,0.0001666960699799415,0.0
LTBR,0.9887984825514805,-0.0009043955697041252,0.0
LTC,0.3278062213743613,0.0001782066246598241,6.65
LTCH,0.8911385883628452,-0.0052823140988464785,0.0
LTH,0.5849166340460937,-0.0012736056909980445,0.0
LTHM,0.7088763616177681,0.0001485537288287336,0.0
LTL,0.4329921462904799,-7.83882027741106e-05,2.04
LTPZ,0.14324890707466906,4.497346130443387e-05,7.43
LTRN,0.7196603345093612,-0.0014073094432414737,0.0
LTRPA,0.7958417517746439,-0.0019210946717916671,0.0
LTRX,0.7604091573021836,-0.0004271679206875006,0.0
LTRY,0.8064335686609289,-0.003498143826663676,0.0
LU,0.814708701178492,-0.0034690932815729715,5.21
LULU,0.5084488622211149,0.0008057787585325019,0.0
LUMN,0.32514866127435843,-8.469509536128097e-05,0.0
LUNA,0.8011688969405475,8.833214088846102e-05,0.0
LUNG,0.9193449543708745,-0.002720286512639129,0.0
LUV,0.37111918292737794,0.00041545926325807763,2.32
LVHD,0.1687226804338542,0.00023254434985254272,2.66
LVHI,0.15605411643750966,1.0490056724412652e-05,7.53
LVLU,1.0176075280003922,-0.0057869172162596785,0.0
LVO,1.2575925397238323,-0.0036564516897362293,0.0
LVOX,0.4967886228168692,-0.001268557238368991,0.0
LVS,0.5998345271889596,7.0269578685685165e-06,0.0
LVTX,1.0366885475367231,-0.0028605970242986233,0.0
LVWR,0.399616603224533,-0.0013049525514063924,0.0
LW,0.33185886725848235,0.0006998289134754992,1.14
LWLG,0.9389507942701714,0.0002236524911720522,0.0
LX,1.2888777759405758,0.00045426833554556385,0.0
LXFR,0.3718430257850419,8.574286727284082e-05,3.32
LXP,0.39500886175735483,1.272996488070137e-05,5.0
LXRX,0.8359396553798878,-0.0007396399155252501,0.0
LXU,0.7193312984558214,0.00027550065320342974,0.0
LYB,0.3736740727800322,0.00041609007525490824,5.45
LYEL,0.8184651896457309,-0.004078781166183142,0.0
LYFT,0.7129789320557329,-0.0020704414438751377,0.0
LYG,0.5212574099975565,-0.0005543872799506837,6.89
LYLT,1.153535520317932,-0.009163429035522115,0.0
LYRA,0.7888015537994127,-0.0026440265851997977,0.0
LYTS,0.5382990128744465,0.00011371128425140549,1.45
LYV,0.4848771246702152,0.0004342144446840566,0.0
LZ,0.6634576544961462,-0.004187940056831866,0.0
LZB,0.4565757196351665,0.00015984572604902782,2.49
M,0.44490649672623495,0.00011215960149235706,3.53
MA,0.3414707578468152,0.0010350251412778622,0.65
MAA,0.28074240135598805,0.00027222357748212195,3.7
MAC,0.41984147787623055,-6.508790279668921e-05,6.54
MACK,0.7671887981889347,-0.0005254238669072966,0.0
MAG,0.574319592438437,0.0001858850797753349,0.0
MAGA,0.2357957386371837,0.0003059338363861746,1.39
MAIN,0.310268560378728,0.00023688171118744925,6.94
MAKX,0.3100524118297274,-0.0008619489790052023,0.28
MAN,0.36375261932967756,0.00020809771940388376,3.36
MANH,0.5912048925415091,0.0004988800804748363,0.0
MANU,0.31949978058647865,0.00019536448092879642,0.0
MAPS,0.8092404368828406,-0.002775887661710388,0.0
MAR,0.35005743406232137,0.00035006854083611193,0.98
MARA,1.5149760471582527,-0.0013253214971572184,0.0
MARK,1.1086735581274791,-0.001254328285292879,0.0
MAS,0.3536026337065172,0.00017400110217079455,2.25
MASI,0.3703327642720686,0.0005048040282436511,0.0
MASS,0.8720334655205856,-0.0036419646642476813,0.0
MAT,0.3686346176515601,0.00014313445007339335,0.0
MATV,0.38386447660071904,7.305794553814685e-05,7.05
MATW,0.339900035943521,0.0002970272560345407,2.57
MATX,0.3551268779131332,0.00015148183076058527,2.03
MAX,0.722113087235794,-0.002127566346687449,0.0
MAXN,1.05902336689698,-0.001440277699180967,0.0
MAXR,0.5960212245392154,0.00023466208522277408,0.08
MBB,0.04163294571907247,-2.1077626656400746e-05,2.49
MBC,1.486845520624911,-0.020074107462158347,0.0
MBI,0.5416008730416139,2.192947031112338e-05,0.0
MBIN,0.4165647185055277,0.000595534011734617,1.21
MBIO,0.8660606195198169,-0.0023804684151658064,0.0
MBLY,0.5724596919609277,0.004799276912675027,0.0
MBOT,1.0729877840074415,-0.0014023346749210074,0.0
MBUU,0.45398295735731115,0.0004897776396152852,0.0
MBWM,0.4093898925031236,0.00017670085538337466,4.32
MC,0.34572445427919457,0.00017484117669787084,6.22
MCB,0.49564773960054065,0.00035189410662611376,0.0
MCBC,0.43031097188694745,8.099045472650398e-05,3.12
MCBS,0.4526276142496956,0.00041678155353684203,4.19
MCD,0.24057878006150052,0.00040999414599944935,2.29
MCFT,0.5410877865009205,0.00025852387829061654,0.0
MCG,0.8395966752841929,-0.003304503497796487,0.0
MCHI,0.26366763422199035,-2.9948988685466364e-05,1.78
MCHP,0.48075853357793824,0.0007160994838259046,1.72
MCHX,0.5784848133069719,-0.00036301587073600403,0.0
MCK,0.3345921168756594,0.0004409776370494247,0.64
MCO,0.33093420626760467,0.000495218333724071,1.05
MCRB,1.102022545787216,-0.0011717080451565931,0.0
MCRI,0.624629625829756,0.00040573888157382186,28.51
MCS,0.44272424683111833,0.00011938383098276116,1.31
MCW,0.5032637955370954,-0.00206325091503915,0.0
MCY,0.2983479539536905,0.0002648750329059061,4.15
MD,0.4866956827872903,0.00014891458393751517,0.0
MDB,0.6661505789355185,0.001387209627831913,0.0
MDC,0.6038838431894377,0.0004624993370952036,5.49
MDEV,0.23892985359695793,-0.0007811930826602474,0.0
MDGL,0.9613783433741346,-2.292216031878176e-05,0.0
MDGS,0.8887914775813228,-0.0034124839469396487,19.28
MDIV,0.1542623462959108,-0.00011243341299957888,6.9
MDLZ,0.23298769412846823,0.00013969673429292066,2.32
MDRX,0.634952908656162,7.517087015873687e-06,0.0
MDT,0.28140867193452673,0.00043743064714628094,3.49
MDU,0.2572927448238851,0.00023036707052216977,2.97
MDVL,1.8722126234113607,-0.0028102474044971004,0.0
MDWD,0.624977974611405,-0.0009913799199422237,0.0
MDXG,0.9056061037242952,-0.00013649154943622444,0.0
MDY,0.2199030402636848,0.00035480186815520774,1.35
MDYG,0.22625180624303576,0.00029609514564425405,1.14
MDYV,0.224238552620668,0.00021455853683442663,1.9
ME,0.7648752338640108,-0.002858741292451353,0.0
MEC,0.685789655983112,-0.0002862819345327459,0.0
MED,1.1498015682276002,0.0004167085963512385,6.14
MEDP,0.49689350783440667,0.001264827182699409,0.0
MEG,0.6073679841852505,0.001141417482500609,0.0
MEI,0.5393500959102974,0.0004987875585746077,1.33
MEIP,1.0692034473354355,-0.0015730252474966087,0.0
MELI,0.5673450311687485,0.0008750706860653032,0.0
MEME,0.6086778584267053,-0.004398258729304963,2.34
MEOH,0.4460158230249534,0.0001678547842045756,1.49
MERC,0.5746010437310622,3.557905219039889e-05,2.96
MESA,0.7858623016817371,-0.001844873777271783,0.0
MESO,0.7497633441474448,-0.00038623453831470434,0.0
MET,0.40492390956548374,0.00028947118352811715,3.39
META,0.40373184779600463,0.00042915438009972416,0.0
METC,0.7136080558293538,-0.00029103688906846864,5.29
METV,0.3935551084214704,-0.0019649577942762,0.07
MEXX,0.8041454323884782,-0.0008712115417018542,0.98
MFA,0.5986357371220163,-0.00021051764170307944,14.68
MFC,0.3426209484500303,0.00018346361741092816,5.66
MFG,0.3403164666667376,-0.0004074678146258737,4.23
MFGP,0.7102836608110217,-0.0012463470119824522,0.0
MFH,1.1836378383403467,-0.002677501168506249,0.0
MFIC,0.412798681789605,-0.00029108525923937347,13.87
MFIN,0.5099822960029654,-8.803564116735821e-05,3.97
MG,0.46826178581199723,-0.00028131209969151533,0.0
MGA,0.3666942801092839,0.00041511251648705487,3.51
MGC,0.20431269335116334,0.0002550553747347249,1.6
MGEE,0.26862274051146473,0.00023036331392244696,2.2
MGI,0.7076056055903528,-0.0005455601626856853,0.0
MGIC,0.594728048800689,0.00020877065886968534,4.35
MGK,0.21458789608284876,0.00032419589660107224,0.63
MGM,0.4952417634509603,0.0002585834363205754,0.02
MGNI,0.7577640645516545,-0.00029065456758967914,0.0
MGNX,0.8303934967721195,-0.0005662690693450646,0.0
MGPI,0.5366327902345276,0.00030512432748051936,0.51
MGRC,0.4094710405188053,0.00045652467367743744,1.98
MGTA,0.9405027029581653,-0.0031507173314877786,0.0
MGTX,0.6471909095164363,-0.0007251312690069884,0.0
MGV,0.20638104498122134,0.0001889585551646151,2.55
MGY,0.5239834479028863,0.0006149245558679483,1.12
MHK,0.4107182678238761,0.00034929823296662375,0.0
MHLD,0.6210970205713051,-0.0003611798492979643,0.0
MHO,0.5100017738194711,0.00025336466962834096,0.0
MIDD,0.5631446647669787,0.0005890177059314991,0.0
MIDU,0.6553431157186679,0.0005527243215457768,0.12
MILN,0.23424639963608263,0.00033507191593501896,0.22
MIMO,0.7957198410783635,-0.003799330320863594,0.0
MIND,0.6301178091039478,-0.00026567597903464957,0.0
MINT,0.009881571749694536,-4.116274394873795e-06,2.46
MIR,0.4520205085665878,-0.0006873762318297853,0.0
MIRM,0.8191425538835335,0.00044711864999740067,0.0
MIRO,0.8849311129371326,-0.004252350247122366,0.0
MIST,1.412844265046921,-0.0014757056748697602,0.0
MITK,1.1776863700026934,0.0002016342644758097,0.0
MITT,0.5928197353164695,-0.0008312914459549568,13.58
MIXT,0.41405795176986626,-0.0004003507870033186,2.69
MJ,0.44041532521148874,-0.0010082336548183917,4.75
MKC,0.24764901977340845,0.0003913143522325365,2.17
MKFG,0.644798123401711,-0.0039046292956542794,0.0
MKL,0.2809721448533343,0.0004908758328397083,0.0
MKSI,0.4997837983463049,0.00030037767015636676,0.99
MKTW,0.6458860686899686,-0.003058039400796167,0.0
MKTX,0.4530319008303966,0.0006060819031353502,0.78
ML,0.786691626906806,-0.004608377626696737,0.0
MLCO,0.6004502554454055,-0.00015564529015547229,0.0
MLI,0.3773071921634662,0.00046567931915941205,1.64
MLKN,0.3862922367809241,0.00016969785912032491,3.53
MLM,0.3282524082437666,0.00036037354852794663,0.78
MLN,0.09610805570667423,-3.7243814542809954e-05,2.72
MLNK,0.4740795230952233,-0.0016198979777937105,0.0
MLPA,0.3025649357270758,-0.0002913139646632591,7.32
MLPX,0.29843902688397855,-3.9832595472915315e-05,5.53
MLR,0.5051893004295362,0.00010586102931080745,2.2
MLSS,1.3794189217471164,-0.0004960102551413978,0.0
MMAT,1.17508610118468,0.00028038934064669784,0.0
MMC,0.26032092862034045,0.00030597798392026447,1.5
MMI,0.38034450951321275,0.00040865317831700133,1.61
MMLP,0.4929585861096857,-0.00034974431409174185,0.79
MMM,0.23382641819400404,0.00021468150291324825,5.84
MMP,0.2822881299822031,0.0003408466523982841,7.88
MMS,0.34200756823499884,0.0004340423686313375,1.47
MMSI,0.5401376055130472,0.0005390010761078691,0.0
MMTM,0.17547705872616587,0.0004008625076526751,1.7
MMYT,0.5473095450150769,1.3300842468787177e-05,0.0
MNDO,0.5237690405128603,-0.00027695613020013054,11.45
MNDY,0.9336266260611336,-0.0009736341297042993,0.0
MNKD,0.8349135095509383,-0.0005586558029966371,0.0
MNM,0.8312164716326347,0.0005190528802182091,0.84
MNMD,2.9939853717257967,-0.0002777014550848849,0.0
MNOV,0.7530597411734685,-0.00043922951861433834,0.0
MNRO,0.3993746837524055,0.00029945711700707584,2.27
MNSO,0.8313066739234626,-0.0011973888648214,0.0
MNST,0.6724894208203385,0.0009457461969715408,0.0
MNTK,0.7271722830827267,-0.00012582988667537228,0.0
MNTS,0.8242052664364075,-0.003353461870635675,0.0
MNTV,0.5269710670780595,-0.0008400019598359973,0.0
MNTX,0.625477556536303,-0.00012116156984548581,0.0
MO,0.3420958946040954,0.00014019246639402833,8.04
MOAT,0.18097855755624329,0.0004308098790808198,1.16
MOD,0.5173946575069149,9.028880412476027e-05,0.0
MODG,0.4494292605326969,0.00020406906707096602,0.0
MODN,0.4406190564078608,0.00028735821543501573,0.0
MODV,0.6375292882599577,0.00038402801902296166,0.0
MOG.A,-0.0,,1.11
MOGO,0.9752274668287316,-0.0012432579033765298,0.0
MOH,0.43456960509876486,0.0006537975068438287,0.0
MOMO,0.6692887615509392,-0.0003154362697102425,0.0
MOO,0.2633821193762428,0.0001902661432832998,2.15
MOON,0.5021654366612939,-0.0016532201583374958,2.61
MOR,0.522424049656194,-0.0016846168037602173,0.0
MORF,0.8721656341956489,0.00044764148637949254,0.0
MORN,0.29870174212189915,0.0005351421256668855,0.8
MORT,0.2708996790248616,-0.0002657769475739983,13.65
MOS,0.44427315921676314,0.00011227069369178177,1.72
MOV,0.48844171640490724,0.0002927255787691406,4.02
MOXC,1.1624285272240586,-0.0019399289172406247,0.0
MP,0.7370568042801001,0.0013925712739050915,0.0
MPAA,0.661568023820631,5.872719410025714e-05,0.0
MPC,0.41353882568628053,0.0006320944641063259,2.35
MPLN,0.6880517246270972,-0.003088891062664745,0.0
MPLX,0.3946288500320131,7.360558120290497e-05,8.94
MPW,0.37183028113743677,2.873663376434802e-06,13.62
MPWR,0.4593606056380775,0.0007856413342641193,0.81
MPX,0.540029601437637,0.00033503014392049623,4.36
MQ,0.8270659384091354,-0.004082374178628879,0.0
MRAI,1.094469039681453,-0.006373812990818098,0.0
MRAM,0.8047427441264846,-0.00023363544705685334,0.0
MRC,0.5477452701405959,-0.00022132912002473766,0.0
MRCC,0.3078037686478931,-0.0002264031627176107,12.87
MRCY,0.5616904635262611,0.0003416743608634158,0.0
MREO,1.1627568414201466,-0.002322026074573522,0.0
MRIN,1.004307743566491,-0.001923078087121755,0.0
MRK,0.2678340054755981,0.000262573124690883,2.73
MRKR,1.7680655673987744,-0.002601257217104999,0.0
MRNA,0.7922392532714339,0.0022166978297462354,0.0
MRNS,1.0766197434150075,-0.000983233055995776,0.0
MRO,0.41046906971403374,0.00013315514831778428,1.72
MRSN,0.8968487703402982,-0.0006279075005351918,0.0
MRTN,0.48100284821520795,0.0005390149216373935,1.16
MRTX,0.7709145842395685,0.0007804111346933986,0.0
MRUS,0.7117395806906762,0.0002594991424861716,0.0
MRVI,0.6261324353544135,-0.0013872193013707308,0.0
MRVL,0.5503776780893979,0.00016874077508930953,0.62
MS,0.45431497640333596,0.0003185521532226818,3.45
MSA,0.36214288107024556,0.00038130331046077925,1.38
MSB,0.5305964128388837,0.0001971035974366032,0.0
MSBI,0.34637618390641595,0.0001173639357123524,5.38
MSCI,0.3687312720569227,0.0007566240163107181,1.01
MSEX,0.3259983245680481,0.0003052312897692153,1.66
MSFT,0.31918657122045413,0.0007173297165828062,1.04
MSGE,0.4740154673412999,-0.0009856185388483363,0.0
MSGR,0.4576820776509302,-0.002013033347648553,0.0
MSGS,0.2799831087341977,0.00019413120761091517,0.0
MSI,0.38930611789450953,0.0003175289741063346,1.32
MSM,0.3768891343539857,0.00028026803697505363,3.84
MSOS,0.5269407965310974,-0.0021520604268469444,1.1
MSTR,0.73691353202434,4.7394702340571695e-05,0.0
MT,0.5621745557264589,-0.00018526040443911764,1.54
MTA,2.1938725357254274,0.0004549798743676188,0.0
MTB,0.2899672532038252,0.0003723569647807559,4.08
MTCH,0.49745377773012966,0.00064853782274991,0.0
MTCR,0.9612060824990125,-0.0056635862285560135,0.0
MTD,0.313994922890091,0.0007238997129925116,0.0
MTDR,0.6978369777754179,0.0005766204455285483,1.24
MTEM,1.0419255946599735,-0.0016117217844330708,0.0
MTG,0.6413997081469731,7.657841248797212e-05,3.14
MTH,0.6370440860593283,0.0004369722364172911,0.25
MTLS,0.5943804186115011,-0.0001267756225282365,0.0
MTN,0.37586194518721633,0.0003619976837496663,3.81
MTRN,0.448108159199665,0.00017095211976374426,0.46
MTRX,0.6034492719869227,5.240788943946671e-05,0.0
MTSI,0.5243188560544383,0.00041220327736041327,0.0
MTTR,0.91263925215419,-0.002793172318028211,0.0
MTUM,0.1977206106525127,0.0004307983906546403,1.92
MTVR,0.29365745194136134,-0.0018739931088462246,0.95
MTW,0.48628573172639344,0.00022388404008382497,0.0
MTX,0.3212405563430367,0.00025864338196460206,0.34
MTZ,0.6099918382067554,0.0002951763282013021,0.0
MU,0.5792217563155058,0.00047048627811497104,0.85
MUB,0.05660354270038667,1.043370546337443e-05,2.22
MUFG,0.35401761626502043,-6.444055503247861e-05,3.62
MULN,2.9507068127309974,-0.001423222933282891,0.0
MUNI,0.036089208869139695,8.171208610781402e-06,2.34
MUR,0.4025812013879569,0.00018868510269241687,3.05
MUSA,0.2988940771605771,0.0008365567562895561,0.62
MUX,1.1336212147802713,-0.00010747023260144143,0.0
MVBF,0.366827844749533,0.0002317848424188899,3.14
MVIS,0.9181914191953497,-0.00043481440668212873,0.0
MVO,0.5167517297297494,-7.836576461845092e-05,22.49
MVPS,0.3836071766639864,-0.0015009155477724973,0.01
MVST,0.7496870017335501,-0.001953686824240097,0.0
MVV,0.46635019778003994,0.00033028994937443193,0.93
MWA,0.5084424998607442,-0.00010592692251457474,1.82
MX,0.5440316034321887,-0.00013463191349366707,0.0
MXCT,0.7808007010812582,-0.0031725266684714463,0.0
MXI,0.27167584473438144,0.00011685418235489035,4.7
MXL,0.5257424630391997,0.00018543697506769532,0.0
MYE,0.4364785169030774,0.0002186381228339263,2.66
MYGN,0.6423309782409417,0.00014484823638513016,0.0
MYMD,1.1932087228920787,-0.003339602530274898,0.0
MYOV,0.7522801619542784,0.00045662950454735383,0.0
MYPS,0.6547207441496249,-0.0019047892597140236,0.0
MYRG,0.43291801479492825,0.0004731141772003718,0.0
MYTE,0.6224150277927387,-0.002544516285975291,0.0
MYY,0.2312759712232846,-0.0005776549933194445,0.39
MZZ,0.46076184231548994,-0.001356749998093396,0.24
NAAS,0.9972693414829399,-0.002342030365881658,0.0
NABL,0.5497459873378346,-0.0012054182239463998,0.0
NAIL,0.9452880698738778,-0.00014078668627571982,0.0
NAK,0.8649292385712115,-5.7329939641196794e-05,0.0
NAN,0.13232845775892382,-5.687935299882588e-05,4.23
NANR,0.2593427436719755,0.0004421522506248565,2.84
NAPA,0.41908009643849015,-0.00030410036921185637,0.0
NARI,0.604185038900116,0.0006122451451873352,0.0
NAT,0.4700794890315778,-0.00028181082802226763,6.11
NATI,0.38871000599251465,0.0003191914005965725,2.24
NATR,0.5203420711637897,0.0002762289808438724,0.0
NAUT,0.7461356594959901,-0.002910360767963834,0.0
NAVB,1.00536000363616,-0.0008469278300318476,0.0
NAVI,0.42199189148673555,-1.4735127108394757e-05,3.97
NBHC,0.27657731844012756,0.00029536168006543545,2.84
NBIX,0.6517573273312798,0.00033702934588071125,0.0
NBR,0.6045189782655795,6.86729889867746e-05,0.0
NBRV,0.8075430007968768,-0.004072042882698146,0.0
NBSE,1.31230620394628,-0.0015937548707945926,0.0
NBTB,0.3628555931113455,0.0002532254865428937,3.39
NCLH,0.5739144218052852,-0.00028172899185378543,0.0
NCMI,0.5805436814913199,-0.0011892680499509078,0.0
NCNO,0.6379190753700623,-0.0019974984248373536,0.0
NCR,0.4490415620138067,3.954938372915914e-05,0.0
NCTY,0.9097218063302797,-0.001542897126835638,0.0
NDAQ,0.3851529107238253,0.00048569493100564064,1.52
NDLS,0.5899978170252275,-0.0007941562288337873,0.0
NDSN,0.3439763378924697,0.00044006672590843294,1.23
NE,0.4782993654118239,0.001068781213140765,0.0
NEAR,0.02532347214651431,-6.234479224214882e-06,2.22
NECB,0.33465395173073065,0.00014393567606317773,1.67
NEE,0.21737271447481055,0.00034979225197617303,2.51
NEGG,1.121985274546474,-0.0013584238715125493,0.0
NEM,0.4002930797150657,2.576132627762049e-05,3.57
NEO,0.8965319481191055,0.000648248502650784,0.0
NEOG,0.4977956143503729,0.00039822043078343385,0.0
NEON,1.199456841694047,-0.0008462339007086867,0.0
NEP,0.3608937544743011,0.00036586289102372296,5.19
NEPT,0.8660908756204319,-0.001590773535095685,0.0
NERD,0.2962007911155674,-8.251618813916976e-05,0.67
NERV,1.0885744850966375,-0.0015954067295768507,0.0
NESR,0.49230954848905845,-0.00022438897283551137,0.0
NET,0.7629249379424322,0.0011082388967025272,0.0
NETI,0.6917911690791175,-0.0020447587722262593,0.41
NETL,0.3285775822935996,2.6985033149160673e-05,4.55
NETZ,0.268261137227508,-0.0001556620346838029,0.89
NEU,0.4306778135568179,0.00014215699552084078,2.45
NEWP,0.7426031472432688,0.00048750238023971803,0.0
NEWR,0.4963712252675502,0.00025038938352505834,0.0
NEWT,0.6551762719878439,-0.00012030876691122207,5.69
NEX,0.7708420536374851,-0.0005687799438515811,0.0
NEXA,0.6574915341909202,-0.0008139194614160912,3.26
NEXT,0.826445865959565,-0.00036958698314424086,0.0
NFBK,0.3019688748238844,0.00019609371483170714,4.12
NFE,0.6612192348354808,0.0011928068912713766,0.65
NFG,0.2428661679037642,0.00018474608811018333,3.41
NFGC,0.7538514640308372,0.0013322561768342926,0.0
NFLX,0.5769482209163375,0.0010615318449772233,0.0
NFRA,0.15697736541334442,9.849903952084808e-05,2.28
NFTZ,0.6405739456981279,-0.006318144037104569,0.0
